query,start,end,day_count
from:CarlosFGalan,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,0
from:CarlosFGalan,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,2
from:CarlosFGalan,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,2
from:CarlosFGalan,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,7
from:CarlosFGalan,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,0
from:CarlosFGalan,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,3
from:CarlosFGalan,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,3
from:CarlosFGalan,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,1
from:CarlosFGalan,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,1
from:navarrowolff,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,1
from:navarrowolff,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,7
from:navarrowolff,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,6
from:navarrowolff,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,8
from:navarrowolff,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,2
from:navarrowolff,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,5
from:navarrowolff,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,0
from:navarrowolff,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,6
from:navarrowolff,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,5
from:navarrowolff,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,3
from:navarrowolff,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,2
from:navarrowolff,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,1
from:navarrowolff,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,3
from:navarrowolff,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,3
from:ClaraLopezObre,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,7
from:ClaraLopezObre,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,4
from:ClaraLopezObre,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,10
from:ClaraLopezObre,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,26
from:ClaraLopezObre,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,12
from:ClaraLopezObre,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,19
from:ClaraLopezObre,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,8
from:ClaraLopezObre,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,4
from:ClaraLopezObre,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,4
from:ClaraLopezObre,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,6
from:ClaraLopezObre,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,8
from:ClaraLopezObre,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,7
from:ClaraLopezObre,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,10
from:ClaraLopezObre,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,8
from:HoracioSerpa,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,2
from:HoracioSerpa,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,12
from:HoracioSerpa,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,1
from:HoracioSerpa,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,3
from:HoracioSerpa,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,7
from:HoracioSerpa,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,1
from:HoracioSerpa,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,10
from:HoracioSerpa,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,1
from:HoracioSerpa,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,1
from:HoracioSerpa,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,2
from:HoracioSerpa,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,4
from:HoracioSerpa,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,9
from:HoracioSerpa,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,7
from:HoracioSerpa,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,13
from:German_Vargas,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,0
from:German_Vargas,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,3
from:German_Vargas,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,1
from:German_Vargas,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,2
from:German_Vargas,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,0
from:German_Vargas,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,1
from:German_Vargas,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,0
from:German_Vargas,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,0
from:German_Vargas,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,0
from:German_Vargas,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,0
from:German_Vargas,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,0
from:German_Vargas,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,0
from:German_Vargas,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,0
from:German_Vargas,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,3
from:RafaelPardo,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,3
from:RafaelPardo,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,5
from:RafaelPardo,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,7
from:RafaelPardo,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,6
from:RafaelPardo,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,19
from:RafaelPardo,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,5
from:RafaelPardo,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,18
from:RafaelPardo,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,5
from:RafaelPardo,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,9
from:RafaelPardo,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,7
from:RafaelPardo,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,11
from:RafaelPardo,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,24
from:RafaelPardo,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,7
from:RafaelPardo,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,14
from:AABenedetti,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,7
from:AABenedetti,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,7
from:AABenedetti,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,3
from:AABenedetti,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,3
from:AABenedetti,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,7
from:AABenedetti,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,4
from:AABenedetti,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,9
from:AABenedetti,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,0
from:AABenedetti,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,2
from:AABenedetti,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,1
from:AABenedetti,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,9
from:AABenedetti,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,5
from:AABenedetti,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,9
from:AABenedetti,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,8
from:GustavoBolivar,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,2
from:GustavoBolivar,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,1
from:GustavoBolivar,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,3
from:GustavoBolivar,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,1
from:GustavoBolivar,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,1
from:GustavoBolivar,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,3
from:GustavoBolivar,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,5
from:GustavoBolivar,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,4
from:GustavoBolivar,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,6
from:GustavoBolivar,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,4
from:GustavoBolivar,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,4
from:GustavoBolivar,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,4
from:GustavoBolivar,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,4
from:GustavoBolivar,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,3
from:AidaAvellaE,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,4
from:AidaAvellaE,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,2
from:AidaAvellaE,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,8
from:AidaAvellaE,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,3
from:AidaAvellaE,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,4
from:AidaAvellaE,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,2
from:AidaAvellaE,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,9
from:AidaAvellaE,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,6
from:AidaAvellaE,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,1
from:AidaAvellaE,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,1
from:AidaAvellaE,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,0
from:AidaAvellaE,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,4
from:AidaAvellaE,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,5
from:AidaAvellaE,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,3
from:MiguelUribeT,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,4
from:MiguelUribeT,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,2
from:MiguelUribeT,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,16
from:MiguelUribeT,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,6
from:MiguelUribeT,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,4
from:MiguelUribeT,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,14
from:MiguelUribeT,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,13
from:MiguelUribeT,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,5
from:MiguelUribeT,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,0
from:MiguelUribeT,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,2
from:MiguelUribeT,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,7
from:MiguelUribeT,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,2
from:MiguelUribeT,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,8
from:MiguelUribeT,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,16
from:Baena,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,0
from:Baena,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,0
from:Baena,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,0
from:Baena,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,0
from:Baena,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,1
from:Baena,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,2
from:Baena,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,1
from:Baena,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,0
from:Baena,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,0
from:Baena,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,0
from:Baena,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,3
from:Baena,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,3
from:Baena,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,0
from:Baena,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,3
from:FicoGutierrez,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,4
from:FicoGutierrez,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,1
from:FicoGutierrez,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,3
from:FicoGutierrez,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,0
from:FicoGutierrez,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,26
from:FicoGutierrez,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,3
from:FicoGutierrez,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,1
from:FicoGutierrez,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,0
from:FicoGutierrez,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,2
from:FicoGutierrez,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,2
from:FicoGutierrez,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,4
from:FicoGutierrez,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,44
from:FicoGutierrez,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,24
from:FicoGutierrez,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,10
from:AlejandroChar,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,6
from:AlejandroChar,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,4
from:AlejandroChar,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,3
from:AlejandroChar,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,7
from:AlejandroChar,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,11
from:AlejandroChar,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,3
from:AlejandroChar,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,7
from:AlejandroChar,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,12
from:AlejandroChar,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,3
from:AlejandroChar,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,5
from:AlejandroChar,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,1
from:AlejandroChar,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,21
from:AlejandroChar,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,11
from:AlejandroChar,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,9
from:A_OrdonezM,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,0
from:A_OrdonezM,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,2
from:A_OrdonezM,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,3
from:A_OrdonezM,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,2
from:A_OrdonezM,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,2
from:A_OrdonezM,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,10
from:A_OrdonezM,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,2
from:A_OrdonezM,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,1
from:A_OrdonezM,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,3
from:A_OrdonezM,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,2
from:A_OrdonezM,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,2
from:A_OrdonezM,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,2
from:A_OrdonezM,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,3
from:A_OrdonezM,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,2
from:alejoeder,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,2
from:alejoeder,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,4
from:alejoeder,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,1
from:alejoeder,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,4
from:alejoeder,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,0
from:alejoeder,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,0
from:alejoeder,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,2
from:alejoeder,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,0
from:alejoeder,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,1
from:alejoeder,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,2
from:alejoeder,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,4
from:alejoeder,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,7
from:alejoeder,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,2
from:alejoeder,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,4
from:LuisAlfreRamos,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,0
from:LuisAlfreRamos,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,1
from:LuisAlfreRamos,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,2
from:LuisAlfreRamos,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,1
from:LuisAlfreRamos,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,0
from:LuisAlfreRamos,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,1
from:LuisAlfreRamos,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,1
from:LuisAlfreRamos,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,0
from:LuisAlfreRamos,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,0
from:LuisAlfreRamos,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,0
from:LuisAlfreRamos,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,1
from:LuisAlfreRamos,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,1
from:LuisAlfreRamos,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,0
from:LuisAlfreRamos,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,2
from:AliciaArango,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,75
from:AliciaArango,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,32
from:AliciaArango,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,21
from:AliciaArango,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,54
from:AliciaArango,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,74
from:AliciaArango,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,60
from:AliciaArango,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,19
from:AliciaArango,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,68
from:AliciaArango,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,110
from:AliciaArango,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,25
from:AliciaArango,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,34
from:AliciaArango,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,41
from:AliciaArango,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,12
from:AliciaArango,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,95
from:piedadcordoba,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,9
from:piedadcordoba,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,9
from:piedadcordoba,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,11
from:piedadcordoba,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,8
from:piedadcordoba,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,11
from:piedadcordoba,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,4
from:piedadcordoba,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,24
from:piedadcordoba,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,3
from:piedadcordoba,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,6
from:piedadcordoba,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,0
from:piedadcordoba,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,18
from:piedadcordoba,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,24
from:piedadcordoba,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,3
from:piedadcordoba,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,21
from:angelamrobledo,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,3
from:angelamrobledo,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,3
from:angelamrobledo,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,8
from:angelamrobledo,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,23
from:angelamrobledo,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,19
from:angelamrobledo,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,8
from:angelamrobledo,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,36
from:angelamrobledo,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,2
from:angelamrobledo,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,5
from:angelamrobledo,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,1
from:angelamrobledo,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,16
from:angelamrobledo,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,16
from:angelamrobledo,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,11
from:angelamrobledo,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,18
from:ernestomaciast,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,6
from:ernestomaciast,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,2
from:ernestomaciast,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,6
from:ernestomaciast,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,12
from:ernestomaciast,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,3
from:ernestomaciast,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,3
from:ernestomaciast,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,15
from:ernestomaciast,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,12
from:ernestomaciast,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,4
from:ernestomaciast,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,9
from:ernestomaciast,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,4
from:ernestomaciast,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,1
from:ernestomaciast,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,12
from:ernestomaciast,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,6
from:LuisErnestoGL,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,10
from:LuisErnestoGL,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,3
from:LuisErnestoGL,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,2
from:LuisErnestoGL,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,7
from:LuisErnestoGL,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,4
from:LuisErnestoGL,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,19
from:LuisErnestoGL,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,22
from:LuisErnestoGL,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,7
from:LuisErnestoGL,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,14
from:LuisErnestoGL,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,3
from:LuisErnestoGL,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,9
from:LuisErnestoGL,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,9
from:LuisErnestoGL,2017-06-01T00:00:00.000Z,2017-06-02T00:00:00.000Z,4
from:LuisErnestoGL,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,8
from:AnaPaolaAgudelo,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,0
from:AnaPaolaAgudelo,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,1
from:AnaPaolaAgudelo,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,0
from:AnaPaolaAgudelo,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,2
from:AnaPaolaAgudelo,2017-05-24T00:00:00.000Z,2017-05-25T00:00:00.000Z,3
from:AnaPaolaAgudelo,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,5
from:AnaPaolaAgudelo,2017-05-26T00:00:00.000Z,2017-05-27T00:00:00.000Z,7
from:AnaPaolaAgudelo,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,1
from:AnaPaolaAgudelo,2017-05-28T00:00:00.000Z,2017-05-29T00:00:00.000Z,0
from:AnaPaolaAgudelo,2017-05-29T00:00:00.000Z,2017-05-30T00:00:00.000Z,2
from:AnaPaolaAgudelo,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,7
from:AnaPaolaAgudelo,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,7
