query,start,end,day_count
from:ClaudiaLopez,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,35
from:ClaudiaLopez,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,10
from:JuanManSantos,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,4
from:JuanManSantos,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,9
from:JuanManSantos,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,6
from:JuanManSantos,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,6
from:JuanManSantos,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,8
from:JuanManSantos,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,6
from:JuanManSantos,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,10
from:JuanManSantos,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,9
from:JuanManSantos,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,8
from:JuanManSantos,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,2
from:JuanManSantos,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,10
from:JuanManSantos,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,6
from:JuanManSantos,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,6
from:JuanManSantos,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,3
from:AlvaroUribeVel,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,54
from:AlvaroUribeVel,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,27
from:AlvaroUribeVel,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,34
from:AlvaroUribeVel,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,18
from:AlvaroUribeVel,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,26
from:AlvaroUribeVel,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,29
from:AlvaroUribeVel,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,31
from:AlvaroUribeVel,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,21
from:AlvaroUribeVel,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,12
from:AlvaroUribeVel,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,5
from:AlvaroUribeVel,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,14
from:AlvaroUribeVel,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,13
from:AlvaroUribeVel,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,12
from:AlvaroUribeVel,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,19
from:AntanasMockus,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,10
from:AntanasMockus,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,13
from:AntanasMockus,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,9
from:AntanasMockus,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,6
from:AntanasMockus,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,10
from:AntanasMockus,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,6
from:AntanasMockus,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,10
from:AntanasMockus,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,23
from:AntanasMockus,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,7
from:AntanasMockus,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,2
from:AntanasMockus,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,1
from:AntanasMockus,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,1
from:AntanasMockus,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,0
from:AntanasMockus,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,0
from:EnriquePenalosa,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,17
from:EnriquePenalosa,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,1
from:EnriquePenalosa,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,11
from:EnriquePenalosa,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,7
from:EnriquePenalosa,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,15
from:EnriquePenalosa,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,10
from:EnriquePenalosa,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,18
from:EnriquePenalosa,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,7
from:EnriquePenalosa,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,13
from:EnriquePenalosa,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,2
from:EnriquePenalosa,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,18
from:EnriquePenalosa,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,9
from:EnriquePenalosa,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,22
from:EnriquePenalosa,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,14
from:sergio_fajardo,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,34
from:sergio_fajardo,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,44
from:sergio_fajardo,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,57
from:sergio_fajardo,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,89
from:sergio_fajardo,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,49
from:sergio_fajardo,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,92
from:sergio_fajardo,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,97
from:sergio_fajardo,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,60
from:sergio_fajardo,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,26
from:sergio_fajardo,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,8
from:sergio_fajardo,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,1
from:sergio_fajardo,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,1
from:sergio_fajardo,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,4
from:sergio_fajardo,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,0
from:IvanCepedaCast,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,6
from:IvanCepedaCast,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,17
from:IvanCepedaCast,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,20
from:IvanCepedaCast,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,21
from:IvanCepedaCast,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,18
from:IvanCepedaCast,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,15
from:IvanCepedaCast,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,21
from:IvanCepedaCast,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,34
from:IvanCepedaCast,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,23
from:IvanCepedaCast,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,29
from:IvanCepedaCast,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,13
from:IvanCepedaCast,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,83
from:IvanCepedaCast,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,51
from:IvanCepedaCast,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,3
from:JERobledo,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,44
from:JERobledo,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,44
from:JERobledo,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,55
from:JERobledo,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,32
from:JERobledo,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,32
from:JERobledo,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,47
from:JERobledo,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,72
from:JERobledo,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,72
from:JERobledo,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,6
from:JERobledo,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,16
from:JERobledo,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,23
from:JERobledo,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,54
from:JERobledo,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,7
from:JERobledo,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,17
from:DanielSamperO,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,112
from:DanielSamperO,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,35
from:DanielSamperO,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,131
from:DanielSamperO,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,91
from:DanielSamperO,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,42
from:DanielSamperO,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,43
from:DanielSamperO,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,39
from:DanielSamperO,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,284
from:DanielSamperO,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,58
from:DanielSamperO,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,56
from:DanielSamperO,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,92
from:DanielSamperO,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,67
from:DanielSamperO,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,224
from:DanielSamperO,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,64
from:OIZuluaga,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,3
from:OIZuluaga,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,2
from:OIZuluaga,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,0
from:OIZuluaga,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,12
from:OIZuluaga,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,4
from:OIZuluaga,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,2
from:OIZuluaga,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,5
from:OIZuluaga,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,9
from:OIZuluaga,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,15
from:OIZuluaga,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,4
from:OIZuluaga,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,4
from:OIZuluaga,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,3
from:OIZuluaga,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,1
from:OIZuluaga,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,0
from:mluciaramirez,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,17
from:mluciaramirez,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,24
from:mluciaramirez,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,21
from:mluciaramirez,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,20
from:mluciaramirez,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,10
from:mluciaramirez,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,9
from:mluciaramirez,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,34
from:mluciaramirez,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,17
from:mluciaramirez,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,5
from:mluciaramirez,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,7
from:mluciaramirez,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,6
from:mluciaramirez,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,5
from:mluciaramirez,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,8
from:mluciaramirez,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,8
from:PalomaValenciaL,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,17
from:PalomaValenciaL,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,8
from:PalomaValenciaL,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,5
from:PalomaValenciaL,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,7
from:PalomaValenciaL,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,4
from:PalomaValenciaL,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,9
from:PalomaValenciaL,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,19
from:PalomaValenciaL,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,3
from:PalomaValenciaL,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,3
from:PalomaValenciaL,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,11
from:PalomaValenciaL,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,13
from:PalomaValenciaL,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,13
from:PalomaValenciaL,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,1
from:PalomaValenciaL,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,4
from:AndresPastrana_,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,10
from:AndresPastrana_,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,16
from:AndresPastrana_,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,1
from:AndresPastrana_,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,8
from:AndresPastrana_,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,1
from:AndresPastrana_,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,13
from:AndresPastrana_,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,9
from:AndresPastrana_,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,10
from:AndresPastrana_,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,11
from:AndresPastrana_,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,8
from:AndresPastrana_,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,1
from:AndresPastrana_,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,6
from:AndresPastrana_,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,7
from:AndresPastrana_,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,4
from:MariaFdaCabal,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,15
from:MariaFdaCabal,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,29
from:MariaFdaCabal,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,12
from:MariaFdaCabal,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,34
from:MariaFdaCabal,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,5
from:MariaFdaCabal,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,20
from:MariaFdaCabal,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,19
from:MariaFdaCabal,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,29
from:MariaFdaCabal,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,22
from:MariaFdaCabal,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,12
from:MariaFdaCabal,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,8
from:MariaFdaCabal,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,12
from:MariaFdaCabal,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,13
from:MariaFdaCabal,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,9
from:agaviriau,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,7
from:agaviriau,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,23
from:agaviriau,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,10
from:agaviriau,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,24
from:agaviriau,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,8
from:agaviriau,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,11
from:agaviriau,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,10
from:agaviriau,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,19
from:agaviriau,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,20
from:agaviriau,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,34
from:agaviriau,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,41
from:agaviriau,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,34
from:agaviriau,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,12
from:agaviriau,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,16
from:DeLaCalleHum,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,13
from:DeLaCalleHum,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,23
from:DeLaCalleHum,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,32
from:DeLaCalleHum,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,29
from:DeLaCalleHum,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,31
from:DeLaCalleHum,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,36
from:DeLaCalleHum,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,32
from:DeLaCalleHum,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,71
from:DeLaCalleHum,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,0
from:DeLaCalleHum,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,3
from:DeLaCalleHum,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,0
from:DeLaCalleHum,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,1
from:DeLaCalleHum,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,0
from:DeLaCalleHum,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,0
from:QuinteroCalle,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,63
from:QuinteroCalle,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,75
from:QuinteroCalle,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,29
from:QuinteroCalle,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,17
from:QuinteroCalle,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,24
from:QuinteroCalle,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,19
from:QuinteroCalle,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,10
from:QuinteroCalle,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,6
from:QuinteroCalle,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,11
from:QuinteroCalle,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,9
from:QuinteroCalle,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,42
from:QuinteroCalle,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,128
from:QuinteroCalle,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,12
from:QuinteroCalle,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,22
from:RoyBarreras,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,4
from:RoyBarreras,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,5
from:RoyBarreras,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,1
from:RoyBarreras,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,3
from:RoyBarreras,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,3
from:RoyBarreras,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,7
from:RoyBarreras,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,6
from:RoyBarreras,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,5
from:RoyBarreras,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,1
from:RoyBarreras,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,2
from:RoyBarreras,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,4
from:RoyBarreras,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,6
from:RoyBarreras,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,1
from:RoyBarreras,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,1
from:AngelicaLozanoC,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,47
from:AngelicaLozanoC,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,45
from:AngelicaLozanoC,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,46
from:AngelicaLozanoC,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,67
from:AngelicaLozanoC,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,33
from:AngelicaLozanoC,2018-05-25T00:00:00.000Z,2018-05-26T00:00:00.000Z,54
from:AngelicaLozanoC,2018-05-26T00:00:00.000Z,2018-05-27T00:00:00.000Z,57
from:AngelicaLozanoC,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,67
from:AngelicaLozanoC,2018-05-28T00:00:00.000Z,2018-05-29T00:00:00.000Z,84
from:AngelicaLozanoC,2018-05-29T00:00:00.000Z,2018-05-30T00:00:00.000Z,42
from:AngelicaLozanoC,2018-05-30T00:00:00.000Z,2018-05-31T00:00:00.000Z,76
from:AngelicaLozanoC,2018-05-31T00:00:00.000Z,2018-06-01T00:00:00.000Z,104
from:AngelicaLozanoC,2018-06-01T00:00:00.000Z,2018-06-02T00:00:00.000Z,72
from:AngelicaLozanoC,2018-06-02T00:00:00.000Z,2018-06-03T00:00:00.000Z,57
from:CarlosFGalan,2018-05-20T00:00:00.000Z,2018-05-21T00:00:00.000Z,1
from:CarlosFGalan,2018-05-21T00:00:00.000Z,2018-05-22T00:00:00.000Z,12
from:CarlosFGalan,2018-05-22T00:00:00.000Z,2018-05-23T00:00:00.000Z,8
from:CarlosFGalan,2018-05-23T00:00:00.000Z,2018-05-24T00:00:00.000Z,13
from:CarlosFGalan,2018-05-24T00:00:00.000Z,2018-05-25T00:00:00.000Z,3
